"REQID","REQID_expanded","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
"34111",19673,623,"6","2026-05-29T16:06:47.832090Z",513,11.944,"system_related_auxiliary","MTCM_FEAS_TOT_SEGMENTS 0 Sets the total number of segments to zero initially MTCM_FEAS_UNFEAS_REASON NOTHING Blanks the feasibility reason field MTCM_FEAS_REM_DIST_VAL FALSE Blanks the remaining distance field MTCM_FEAS_PNR_VAL FALSE Blanks the PNR time-to-go field and the PNR distance-to-go field MTCM_FEAS_FUEL_MARGIN_VAL FALSE Blanks the fuel margin field MTCM_FEAS_REM_FUEL_VAL FALSE Blanks the remaining fuel field MTCM_FEAS_REM_EET_VAL FALSE Blanks the remaining EET field MTCM_FEAS_UNFEAS_POINT_VAL FALSE Blanks the unfeasibility point field MTCM_FEAS_CUR_PAGE_NR 1 Sets the current page number to 1   MTCM_FEAS_TOT_PAGE_NR 1 Sets the total number of pages to 1  TMS-SRS-FEAS-47979 Req.","2026-05-29T16:06:47.832101Z"
"38180-wikipedia",38180,624,"6","2026-05-29T16:06:56.345156Z",514,7.778,"contextual_auxiliary","The soils are shallow and often are above large sheets of laterite (ironstone) and a thick profile of strongly leached rocks.","2026-05-29T16:06:56.345168Z"
"23465",11965,625,"6","2026-05-29T16:07:09.032176Z",515,11.948,"system_related_auxiliary","Since command line of wcc386 differs from gcc very much, we may follow the “Watcom style”.perhaps the best option is -elf.","2026-05-29T16:07:09.032187Z"
"8663-wikipedia",8663,626,"6","2026-05-29T16:07:37.376460Z",516,3.422,"contextual_auxiliary","Marshall is a city in Lyon County, Minnesota, United States.","2026-05-29T16:07:37.376471Z"
"37194",24402,627,"6","2026-05-29T16:07:44.354973Z",517,14.646999999999998,"system_related_auxiliary","Front wiper service position function is enabled if cod_Wipe_FrontServicePosition is TRUE.","2026-05-29T16:07:58.409735Z"
"19289",7363,628,"6","2026-05-29T16:08:03.413356Z",518,12.323,"requirement","It should be possible to group both analogue and binary values so they can be read in a single transaction.","2026-05-29T16:08:13.468062Z"
"25381",13980,629,"6","2026-05-29T16:08:37.553404Z",519,23.214,"requirement","MTRB will assist in the following: • Identifying and prioritizing transportation research needs • Interacting with other organizations that conduct and support research • Advocating the value of research to improve Michigan’s transportation system • Promoting an exchange of information, ideas, and knowledge • Helping to set the direction for annual research programs • Evaluating annual progress Stakeholders in DUAP-enhanced transportation system operations are almost entirely the same as those involved in the current state of operations as noted above.","2026-05-29T16:08:37.553418Z"
"19192",7263,630,"6","2026-05-29T16:08:47.990903Z",520,8.628,"system_related_auxiliary","To describe the newly defined specification, the simulation environment should provide an abstract high level scripting language thus providing an interpreter.","2026-05-29T16:08:47.990923Z"
"45984-wikipedia",45984,631,"6","2026-05-29T16:08:52.062022Z",521,3.114,"contextual_auxiliary","In 2001 there were 883 people living in Knodishall.","2026-05-29T16:08:52.062037Z"
"24913",13430,632,"6","2026-05-29T16:09:09.894116Z",522,16.891,"requirement","Closed User Groups (CUGs) may be employed by railways as an additional security measure.to prevent members of the public calling drivers and drivers calling members of the public).","2026-05-29T16:09:09.894128Z"
"13480-wikipedia",13480,633,"6","2026-05-29T16:09:15.821850Z",523,4.572,"contextual_auxiliary","Caroline asked him to remarry on her deathbed, to which he replied ""No, I shall only have mistresses"" or in French, ""Non, j'aurai seulement des maîtresses!in tears.","2026-05-29T16:09:15.821861Z"
"6944-wikipedia",6944,634,"6","2026-05-29T16:09:19.825215Z",524,3.188,"contextual_auxiliary","Later, other scientists disagreed about whether any species should be called Hyla palliata.","2026-05-29T16:09:19.825226Z"
"55041-wikipedia",55041,635,"6","2026-05-29T16:09:41.733476Z",525,21.09,"contextual_auxiliary","For businesses who had made more than $1 billion, their turnover must have dropped by 50%.Businesses pay the Jobseeker money to their staff, instead of their usual wages.","2026-05-29T16:09:41.733486Z"
"33904",19339,636,"6","2026-05-29T16:09:54.427345Z",526,11.86,"requirement","If once data is entered in this field and then CLR and ENTER keys are used,  the parameter on the DKU area should return in template display.","2026-05-29T16:09:54.427355Z"
"23280",11722,637,"6","2026-05-29T16:10:02.263971Z",527,7.167,"system_related_auxiliary","So, in general case deployment of the ported library should not be a problem.library can be linked statically, the drawback of this approach will be an increased size of the library.to satisfy to a number of requirements.","2026-05-29T16:10:02.263981Z"
"33998",19485,638,"6","2026-05-29T16:10:54.378329Z",528,11.735,"system_related_auxiliary","Routes which have an odd number of points will still send an even number of routepoints but the last one will be redundant and contain no meaningful data.nPts = number of routepoints in the route m = number of messages is roundup (nPts / 2) n = current message number in range[1.m]  For n= [1.m] send MT message  MTCC_DMGx_WRK_BLOCK_COUNT = (m - n) MTCC_DMGx_WRK_BYTE_COUNT = if n <m then 0 else [if nPts is an even number then 62 else 38) MTCC_DMGx_WRK_ROUTE_NO = 0 MTCC_DMGx_WRK_NO_ENTRY_RT = nPts * MTCC_DMGx_WRK_NXT_WP_SELECT = WP_SEL_MUST_NOT MTCC_DMGx_WRK_ROUTE_NAME = ROUTE_NAME  MTCC_DMGx_WRK_SYM_ID_1 = WPT_FLY_OVER MTCC_DMGx_WRK_SYM_SIZE_1 = MIDDLE MTCC_DMGx_WRK_SYM_COLOR_1 = YELLOW MTCC_DMGx_WRK_SYM_NAME_1 = SYM_NAME_1 MTCC_DMGx_WRK_SYM_FIL_1 = NOT_FILLED MTCC_DMGx_WRK_RTE_PNT_LAT_1 calculated from RTE_PNT_1 MTCC_DMGx_WRK_RTE_PNT_LG_1 calculated from RTE_PNT_1 MTCC_DMGx_WRK_MOCA_LEG1 = -9999  MTCC_DMGx_WRK_SYM_ID_2 = WPT_FLY_OVER MTCC_DMGx_WRK_SYM_SIZE_2 = MIDDLE MTCC_DMGx_WRK_SYM_COLOR_2 = YELLOW MTCC_DMGx_WRK_SYM_NAME_2 = SYM_NAME_2 MTCC_DMGx_WRK_SYM_FIL_2 = NOT_FILLED MTCC_DMGx_WRK_RTE_PNT_LAT_2 calculated from RTE_PNT_2 MTCC_DMGx_WRK_RTE_PNT_LG_2 calculated from RTE_PNT_2 MTCC_DMGx_WRK_MOCA_LEG2 = 0     Guidance ROUTE_NAME   SYM_NAME_1   RTE_PNT_1   Direct_to,  DIREC TO  “”    IRSM_OPTIMAL_POS   Trans_down, TRASDOWN   “T.DN”   Descent point of MM  Course_to,  CRSE TO  “”   MM_CT_END_POS  Course_from,  CRSE FR  “”   MM_CF_END_POS  auto_appr AUTOAPPR  MM_AAP_TAAP_NAME MM_AAP_TAAP_POS    mark_on_target n/a   n/a   n/a    pattern  n/a   n/a   n/a   Guidance SYM_NAME_2    RTE_PNT_2   Direct_to,  MM_DT_POINT_ID note 1 MM_DT_POINT_POS     Trans_down, MM_TD_POINT_ID  MM_TD_POINT_POS    Course_to,  MM_CT_POINT_ID note 1 MM_CT_POINT_POS Course_from,  MM_CF_POINT_ID note 1 MM_CF_POINT_POS auto_appr MM_AAP _NAME  MM_AAP_POS     mark_on_target n/a     n/a    pattern  n/a    n/a       Note 1: if guidance is active part of a combined guidance with attached autonomous approach then SYM_NAME_2 = “T.","2026-05-29T16:10:54.378341Z"
"1801",1532,639,"6","2026-05-29T16:11:05.306967Z",529,17.826999999999998,"contextual_auxiliary","This should include, but is not limited to the following: coronary disease, sudden death.","2026-05-29T16:11:15.129438Z"
"25013-wikipedia",25013,640,"6","2026-05-29T16:11:20.141072Z",530,4.057,"contextual_auxiliary","Faculty and staff have won many awards for excellence.","2026-05-29T16:11:20.141084Z"
"18836-wikipedia",18836,641,"6","2026-05-29T16:11:28.066881Z",531,154.903,"contextual_auxiliary","Every band lives in its own territory and one band of monkeys will not enter the territory of another band.","2026-05-29T16:13:56.286412Z"
"15479-wikipedia",15479,642,"6","2026-05-29T16:14:08.304019Z",532,11.312,"contextual_auxiliary","Marble city should be established with stable electricity so resolve the current power failure problems.","2026-05-29T16:14:08.304030Z"
"34288",20126,643,"6","2026-05-29T16:14:22.507693Z",533,13.535,"system_related_auxiliary","EWS_ACK_<cmd>_DCM and MTCC_EWS_CMD_<cmd> retain their values  -- through the power glitch, for all commands (this is represented  -- at Statemate level by info-flows EWS_LAST_EWS_CMD_INFO_DIOM and  -- DIOM_LAST_EWS_CMD_INFO_EWS).","2026-05-29T16:14:22.507703Z"
"40483",28215,644,"6","2026-05-29T16:14:26.306133Z",534,3.045,"system_related_auxiliary","However, the data from Augsburg should not be planned by the Munich branch.","2026-05-29T16:14:26.306148Z"
"9346-wikipedia",9346,645,"6","2026-05-29T16:14:36.756350Z",535,9.45,"contextual_auxiliary","It was also recommended that a Candidatus list should be established in the International Journal of Systematic and Evolutionary Microbiology.","2026-05-29T16:14:36.756362Z"
"5424",4905,646,"6","2026-05-29T16:15:52.540233Z",536,75.037,"system_related_auxiliary","separated from the Gaia-X Federation Services.service: the Gaia-X Federation Service Providers, the Gaia-X Authority and operators of the service.consists of a web, application and database tier as well as an identity and access management.components of these is not excluded in principle and may be examined in a later phase of Gaia-X.","2026-05-29T16:15:52.540243Z"
"29783-wikipedia",29783,647,"6","2026-05-29T16:16:01.399840Z",537,7.909,"contextual_auxiliary","With a Foreword by Francine Klagsburn, The Jewish Publication Society, Philadelphia 1995.The Poems of Emma Lazarus,        Vol.","2026-05-29T16:16:01.399852Z"
"79047-wikipedia",79047,648,"6","2026-05-29T16:16:06.551572Z",538,4.376,"contextual_auxiliary","One is in the Book of Common Prayer (1662).The other is in Common Worship (2000).From thence he shall come to judge the quick and the dead.","2026-05-29T16:16:06.551584Z"
"43245",31529,649,"6","2026-05-29T16:16:17.747230Z",539,9.825,"system_related_auxiliary","The standard implemented dunning procedure as for mobile customers has to work accordingly for Internet Access customers if not stated otherwise in the requirements #260-#263.","2026-05-29T16:16:17.747241Z"
"36690",23543,650,"6","2026-05-29T16:16:26.689446Z",540,7.535,"requirement","The menu navigation described in the text will be checked and, if necessary, implemented in later iterations (after iteration 2).","2026-05-29T16:16:26.689458Z"
