"REQID","REQID_expanded","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
"34111",19673,317,"4","2026-05-27T09:14:42.981751Z",309,19.429,"system_related_auxiliary","MTCM_FEAS_TOT_SEGMENTS 0 Sets the total number of segments to zero initially MTCM_FEAS_UNFEAS_REASON NOTHING Blanks the feasibility reason field MTCM_FEAS_REM_DIST_VAL FALSE Blanks the remaining distance field MTCM_FEAS_PNR_VAL FALSE Blanks the PNR time-to-go field and the PNR distance-to-go field MTCM_FEAS_FUEL_MARGIN_VAL FALSE Blanks the fuel margin field MTCM_FEAS_REM_FUEL_VAL FALSE Blanks the remaining fuel field MTCM_FEAS_REM_EET_VAL FALSE Blanks the remaining EET field MTCM_FEAS_UNFEAS_POINT_VAL FALSE Blanks the unfeasibility point field MTCM_FEAS_CUR_PAGE_NR 1 Sets the current page number to 1   MTCM_FEAS_TOT_PAGE_NR 1 Sets the total number of pages to 1  TMS-SRS-FEAS-47979 Req.","2026-05-27T09:14:42.981767Z"
"38180-wikipedia",38180,318,"4","2026-05-27T09:14:51.993778Z",310,8.488,"contextual_auxiliary","The soils are shallow and often are above large sheets of laterite (ironstone) and a thick profile of strongly leached rocks.","2026-05-27T09:14:51.993789Z"
"23465",11965,319,"4","2026-05-27T09:15:07.090830Z",311,14.742,"contextual_auxiliary","Since command line of wcc386 differs from gcc very much, we may follow the “Watcom style”.perhaps the best option is -elf.","2026-05-27T09:15:07.090843Z"
"8663-wikipedia",8663,320,"4","2026-05-27T09:15:13.055622Z",312,5.616,"contextual_auxiliary","Marshall is a city in Lyon County, Minnesota, United States.","2026-05-27T09:15:13.055634Z"
"37194",24402,321,"4","2026-05-27T09:15:26.579949Z",313,13.18,"system_related_auxiliary","Front wiper service position function is enabled if cod_Wipe_FrontServicePosition is TRUE.","2026-05-27T09:15:26.579960Z"
"19289",7363,322,"4","2026-05-27T09:15:35.682384Z",314,8.723,"requirement","It should be possible to group both analogue and binary values so they can be read in a single transaction.","2026-05-27T09:15:35.682397Z"
"25381",13980,323,"4","2026-05-27T09:15:50.246408Z",315,14.025,"contextual_auxiliary","MTRB will assist in the following: • Identifying and prioritizing transportation research needs • Interacting with other organizations that conduct and support research • Advocating the value of research to improve Michigan’s transportation system • Promoting an exchange of information, ideas, and knowledge • Helping to set the direction for annual research programs • Evaluating annual progress Stakeholders in DUAP-enhanced transportation system operations are almost entirely the same as those involved in the current state of operations as noted above.","2026-05-27T09:15:50.246419Z"
"19192",7263,324,"4","2026-05-27T09:16:02.493176Z",316,11.727,"requirement","To describe the newly defined specification, the simulation environment should provide an abstract high level scripting language thus providing an interpreter.","2026-05-27T09:16:02.493187Z"
"45984-wikipedia",45984,325,"4","2026-05-27T09:16:09.297239Z",317,6.449,"contextual_auxiliary","In 2001 there were 883 people living in Knodishall.","2026-05-27T09:16:09.297257Z"
"24913",13430,326,"4","2026-05-27T09:16:56.623543Z",318,46.959,"requirement","Closed User Groups (CUGs) may be employed by railways as an additional security measure.to prevent members of the public calling drivers and drivers calling members of the public).","2026-05-27T09:16:56.623555Z"
"13480-wikipedia",13480,327,"4","2026-05-27T09:17:05.652394Z",319,8.605,"contextual_auxiliary","Caroline asked him to remarry on her deathbed, to which he replied ""No, I shall only have mistresses"" or in French, ""Non, j'aurai seulement des maîtresses!in tears.","2026-05-27T09:17:05.652405Z"
"6944-wikipedia",6944,328,"4","2026-05-27T09:17:12.713007Z",320,6.579,"contextual_auxiliary","Later, other scientists disagreed about whether any species should be called Hyla palliata.","2026-05-27T09:17:12.713017Z"
"55041-wikipedia",55041,329,"4","2026-05-27T09:17:25.370776Z",321,12.325,"contextual_auxiliary","For businesses who had made more than $1 billion, their turnover must have dropped by 50%.Businesses pay the Jobseeker money to their staff, instead of their usual wages.","2026-05-27T09:17:25.370786Z"
"33904",19339,330,"4","2026-05-27T09:17:36.325160Z",322,10.591,"requirement","If once data is entered in this field and then CLR and ENTER keys are used,  the parameter on the DKU area should return in template display.","2026-05-27T09:17:36.325172Z"
"23280",11722,331,"4","2026-05-27T09:17:49.697494Z",323,13.028,"system_related_auxiliary","So, in general case deployment of the ported library should not be a problem.library can be linked statically, the drawback of this approach will be an increased size of the library.to satisfy to a number of requirements.","2026-05-27T09:17:49.697505Z"
"33998",19485,332,"4","2026-05-27T09:18:24.166459Z",324,34.104,"system_related_auxiliary","Routes which have an odd number of points will still send an even number of routepoints but the last one will be redundant and contain no meaningful data.nPts = number of routepoints in the route m = number of messages is roundup (nPts / 2) n = current message number in range[1.m]  For n= [1.m] send MT message  MTCC_DMGx_WRK_BLOCK_COUNT = (m - n) MTCC_DMGx_WRK_BYTE_COUNT = if n <m then 0 else [if nPts is an even number then 62 else 38) MTCC_DMGx_WRK_ROUTE_NO = 0 MTCC_DMGx_WRK_NO_ENTRY_RT = nPts * MTCC_DMGx_WRK_NXT_WP_SELECT = WP_SEL_MUST_NOT MTCC_DMGx_WRK_ROUTE_NAME = ROUTE_NAME  MTCC_DMGx_WRK_SYM_ID_1 = WPT_FLY_OVER MTCC_DMGx_WRK_SYM_SIZE_1 = MIDDLE MTCC_DMGx_WRK_SYM_COLOR_1 = YELLOW MTCC_DMGx_WRK_SYM_NAME_1 = SYM_NAME_1 MTCC_DMGx_WRK_SYM_FIL_1 = NOT_FILLED MTCC_DMGx_WRK_RTE_PNT_LAT_1 calculated from RTE_PNT_1 MTCC_DMGx_WRK_RTE_PNT_LG_1 calculated from RTE_PNT_1 MTCC_DMGx_WRK_MOCA_LEG1 = -9999  MTCC_DMGx_WRK_SYM_ID_2 = WPT_FLY_OVER MTCC_DMGx_WRK_SYM_SIZE_2 = MIDDLE MTCC_DMGx_WRK_SYM_COLOR_2 = YELLOW MTCC_DMGx_WRK_SYM_NAME_2 = SYM_NAME_2 MTCC_DMGx_WRK_SYM_FIL_2 = NOT_FILLED MTCC_DMGx_WRK_RTE_PNT_LAT_2 calculated from RTE_PNT_2 MTCC_DMGx_WRK_RTE_PNT_LG_2 calculated from RTE_PNT_2 MTCC_DMGx_WRK_MOCA_LEG2 = 0     Guidance ROUTE_NAME   SYM_NAME_1   RTE_PNT_1   Direct_to,  DIREC TO  “”    IRSM_OPTIMAL_POS   Trans_down, TRASDOWN   “T.DN”   Descent point of MM  Course_to,  CRSE TO  “”   MM_CT_END_POS  Course_from,  CRSE FR  “”   MM_CF_END_POS  auto_appr AUTOAPPR  MM_AAP_TAAP_NAME MM_AAP_TAAP_POS    mark_on_target n/a   n/a   n/a    pattern  n/a   n/a   n/a   Guidance SYM_NAME_2    RTE_PNT_2   Direct_to,  MM_DT_POINT_ID note 1 MM_DT_POINT_POS     Trans_down, MM_TD_POINT_ID  MM_TD_POINT_POS    Course_to,  MM_CT_POINT_ID note 1 MM_CT_POINT_POS Course_from,  MM_CF_POINT_ID note 1 MM_CF_POINT_POS auto_appr MM_AAP _NAME  MM_AAP_POS     mark_on_target n/a     n/a    pattern  n/a    n/a       Note 1: if guidance is active part of a combined guidance with attached autonomous approach then SYM_NAME_2 = “T.","2026-05-27T09:18:24.166470Z"
"1801",1532,333,"4","2026-05-27T09:19:03.587544Z",325,39.071,"contextual_auxiliary","This should include, but is not limited to the following: coronary disease, sudden death.","2026-05-27T09:19:03.587556Z"
"25013-wikipedia",25013,334,"4","2026-05-27T09:19:11.647512Z",326,7.665,"contextual_auxiliary","Faculty and staff have won many awards for excellence.","2026-05-27T09:19:11.647524Z"
"18836-wikipedia",18836,335,"4","2026-05-27T09:19:19.564789Z",327,7.567,"contextual_auxiliary","Every band lives in its own territory and one band of monkeys will not enter the territory of another band.","2026-05-27T09:19:19.564800Z"
"15479-wikipedia",15479,336,"4","2026-05-27T09:19:30.944388Z",328,11.023,"contextual_auxiliary","Marble city should be established with stable electricity so resolve the current power failure problems.","2026-05-27T09:19:30.944400Z"
"34288",20126,337,"4","2026-05-27T09:19:43.427452Z",329,12.046,"system_related_auxiliary","EWS_ACK_<cmd>_DCM and MTCC_EWS_CMD_<cmd> retain their values  -- through the power glitch, for all commands (this is represented  -- at Statemate level by info-flows EWS_LAST_EWS_CMD_INFO_DIOM and  -- DIOM_LAST_EWS_CMD_INFO_EWS).","2026-05-27T09:19:43.427465Z"
"40483",28215,338,"4","2026-05-27T09:19:51.824758Z",330,8.034,"contextual_auxiliary","However, the data from Augsburg should not be planned by the Munich branch.","2026-05-27T09:19:51.824770Z"
"9346-wikipedia",9346,339,"4","2026-05-27T09:20:02.569687Z",331,10.394,"contextual_auxiliary","It was also recommended that a Candidatus list should be established in the International Journal of Systematic and Evolutionary Microbiology.","2026-05-27T09:20:02.569698Z"
"5424",4905,340,"4","2026-05-27T09:20:22.406726Z",332,19.414,"system_related_auxiliary","separated from the Gaia-X Federation Services.service: the Gaia-X Federation Service Providers, the Gaia-X Authority and operators of the service.consists of a web, application and database tier as well as an identity and access management.components of these is not excluded in principle and may be examined in a later phase of Gaia-X.","2026-05-27T09:20:22.406737Z"
"29783-wikipedia",29783,341,"4","2026-05-27T09:20:29.962114Z",333,7.226,"contextual_auxiliary","With a Foreword by Francine Klagsburn, The Jewish Publication Society, Philadelphia 1995.The Poems of Emma Lazarus,        Vol.","2026-05-27T09:20:29.962125Z"
"79047-wikipedia",79047,342,"4","2026-05-27T09:20:39.497209Z",334,9.181,"contextual_auxiliary","One is in the Book of Common Prayer (1662).The other is in Common Worship (2000).From thence he shall come to judge the quick and the dead.","2026-05-27T09:20:39.497221Z"
"43245",31529,343,"4","2026-05-27T09:20:56.007304Z",335,27.742,"system_related_auxiliary","The standard implemented dunning procedure as for mobile customers has to work accordingly for Internet Access customers if not stated otherwise in the requirements #260-#263.","2026-05-27T09:20:56.007314Z"
"36690",23543,344,"4","2026-05-27T09:21:45.980661Z",336,53.065999999999995,"contextual_auxiliary","The menu navigation described in the text will be checked and, if necessary, implemented in later iterations (after iteration 2).","2026-05-27T09:21:45.980672Z"
